id,book,idx,perseus_n,status,reason,dur,lead,trail,speech,peak,trimmed_dur,text,text_scanned,wav,clean_wav,text_clean,split
b1_l61,1,61,61,ok,,5.666,0.180,0.926,4.560,-10.6,4.750,εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς·,εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς·,data/iliad/raw/Homer/Iliad/book_1/line_61.mp4,data/iliad/wavs/b1_l61.wav,εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς·,train
b1_l62,1,62,62,ok,,5.666,0.040,1.266,4.360,-11.8,4.550,ἀλλ’ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα,ἀλλ’ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα,data/iliad/raw/Homer/Iliad/book_1/line_62.mp4,data/iliad/wavs/b1_l62.wav,ἀλλ’ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα,train
b1_l63,1,63,63,ok,,5.666,0.140,0.426,5.100,-12.6,5.250,"ἢ καὶ ὀνειροπόλον, καὶ γάρ τ’ὄναρ ἐκ Διός ἐστιν,","ἢ καὶ ὀνειροπόλον, καὶ γάρ τ’ὄναρ ἐκ Διός ἐστιν,",data/iliad/raw/Homer/Iliad/book_1/line_63.mp4,data/iliad/wavs/b1_l63.wav,"ἢ καὶ ὀνειροπόλον, καὶ γάρ τ’ ὄναρ ἐκ Διός ἐστιν,",train
b1_l64,1,64,64,ok,,5.666,0.160,1.006,4.500,-10.5,4.610,"ὅς κ’εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων,","ὅς κ’εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων,",data/iliad/raw/Homer/Iliad/book_1/line_64.mp4,data/iliad/wavs/b1_l64.wav,"ὅς κ’ εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων,",train
b1_l65,1,65,65,ok,,5.666,0.180,0.786,4.700,-13.8,4.910,"εἴτ’ ἄρ’ ὅ γ’εὐχωλῆς ἐπιμέμφεται ἠδ’ ἑκατόμβης,","εἴτ’ ἄρ’ ὅ γ’εὐχωλῆς ἐπιμέμφεται ἠδ’ ἑκατόμβης,",data/iliad/raw/Homer/Iliad/book_1/line_65.mp4,data/iliad/wavs/b1_l65.wav,"εἴτ’ ἄρ’ ὅ γ’ εὐχωλῆς ἐπιμέμφεται ἠδ’ ἑκατόμβης,",train
b1_l66,1,66,66,ok,,5.666,0.160,1.006,4.500,-14.3,4.490,αἴ κέν πως ἀρνῶν κνίσης αἰγῶν τε τελείων,αἴ κέν πως ἀρνῶν κνίσης αἰγῶν τε τελείων,data/iliad/raw/Homer/Iliad/book_1/line_66.mp4,data/iliad/wavs/b1_l66.wav,αἴ κέν πως ἀρνῶν κνίσης αἰγῶν τε τελείων,train
b1_l67,1,67,67,ok,,5.666,0.060,0.266,5.340,-15.5,5.490,βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι.,βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι.,data/iliad/raw/Homer/Iliad/book_1/line_67.mp4,data/iliad/wavs/b1_l67.wav,βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι.,train
b1_l68,1,68,68,ok,,6.037,0.280,1.237,4.520,-13.5,4.650,ἤτοι ὅ γ’ὣς εἰπὼν κατ’ ἄρ’ ἕζετο· τοῖσι δ’ἀνέστη,ἤτοι ὅ γ’ὣς εἰπὼν κατ’ ἄρ’ ἕζετο· τοῖσι δ’ἀνέστη,data/iliad/raw/Homer/Iliad/book_1/line_68.mp4,data/iliad/wavs/b1_l68.wav,ἤτοι ὅ γ’ ὣς εἰπὼν κατ’ ἄρ’ ἕζετο· τοῖσι δ’ ἀνέστη,train
b1_l69,1,69,69,ok,,5.944,0.060,0.444,5.440,-14.8,5.610,"Κάλχας Θεστορίδης οἰωνοπόλων ὄχ’ ἄριστος,","Κάλχας Θεστορίδης οἰωνοπόλων ὄχ’ ἄριστος,",data/iliad/raw/Homer/Iliad/book_1/line_69.mp4,data/iliad/wavs/b1_l69.wav,"Κάλχας Θεστορίδης οἰωνοπόλων ὄχ’ ἄριστος,",train
b1_l70,1,70,70,ok,,5.944,0.060,1.444,4.440,-13.6,4.630,"ὃς ᾔδη τά τ’ἐόντα τά τ’ἐσσόμενα πρό τ’ἐόντα,","ὃς ᾔδη τά τ’ἐόντα τά τ’ἐσσόμενα πρό τ’ἐόντα,",data/iliad/raw/Homer/Iliad/book_1/line_70.mp4,data/iliad/wavs/b1_l70.wav,"ὃς ᾔδη τά τ’ ἐόντα τά τ’ ἐσσόμενα πρό τ’ ἐόντα,",train
b1_l71,1,71,71,ok,,5.944,0.160,1.184,4.600,-20.7,4.630,καὶ νήεσσ’ ἡγήσατ’ Ἀχαιῶν Ἴλιον εἴσω,καὶ νήεσσ’ ἡγήσατ’ Ἀχαιῶν Ἴλιον εἴσω,data/iliad/raw/Homer/Iliad/book_1/line_71.mp4,data/iliad/wavs/b1_l71.wav,καὶ νήεσσ’ ἡγήσατ’ Ἀχαιῶν Ἴλιον εἴσω,train
b1_l72,1,72,72,ok,,5.944,0.080,0.424,5.440,-14.5,5.370,"ἣν διὰ μαντοσύνην, τήν οἱ πόρε Φοῖβος Ἀπόλλων·","ἣν διὰ μαντοσύνην, τήν οἱ πόρε Φοῖβος Ἀπόλλων·",data/iliad/raw/Homer/Iliad/book_1/line_72.mp4,data/iliad/wavs/b1_l72.wav,"ἣν διὰ μαντοσύνην, τήν οἱ πόρε Φοῖβος Ἀπόλλων·",train
b1_l73,1,73,73,ok,,5.944,0.020,1.344,4.580,-17.0,4.590,ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·,ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·,data/iliad/raw/Homer/Iliad/book_1/line_73.mp4,data/iliad/wavs/b1_l73.wav,ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·,train
b1_l74,1,74,74,ok,,6.316,0.180,1.516,4.620,-14.7,4.850,ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι,ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι,data/iliad/raw/Homer/Iliad/book_1/line_74.mp4,data/iliad/wavs/b1_l74.wav,ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι,train
b1_l75,1,75,75,ok,,6.316,0.020,1.296,5.000,-15.7,5.150,μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος·,μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος·,data/iliad/raw/Homer/Iliad/book_1/line_75.mp4,data/iliad/wavs/b1_l75.wav,μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος·,train
b1_l76,1,76,76,ok,,6.316,0.140,0.756,5.420,-12.7,5.530,τοὶ γὰρ ἐγὼν ἐρέω· σὺ δὲ σύνθεο καί μοι ὄμοσσον,τοὶ γὰρ ἐγὼν ἐρέω· σὺ δὲ σύνθεο καί μοι ὄμοσσον,data/iliad/raw/Homer/Iliad/book_1/line_76.mp4,data/iliad/wavs/b1_l76.wav,τοὶ γὰρ ἐγὼν ἐρέω· σὺ δὲ σύνθεο καί μοι ὄμοσσον,train
b1_l77,1,77,77,ok,,6.223,0.180,1.283,4.760,-15.0,4.950,ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν·,ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν·,data/iliad/raw/Homer/Iliad/book_1/line_77.mp4,data/iliad/wavs/b1_l77.wav,ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν·,train
b1_l78,1,78,78,ok,,6.223,0.120,1.203,4.900,-17.2,5.050,"ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων","ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων",data/iliad/raw/Homer/Iliad/book_1/line_78.mp4,data/iliad/wavs/b1_l78.wav,"ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων",train
b1_l79,1,79,79,ok,,6.316,0.180,0.776,5.360,-17.2,5.570,Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί·,Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί·,data/iliad/raw/Homer/Iliad/book_1/line_79.mp4,data/iliad/wavs/b1_l79.wav,Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί·,train
b1_l80,1,80,80,ok,,6.223,0.080,1.463,4.680,-16.7,4.890,κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ·,κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ·,data/iliad/raw/Homer/Iliad/book_1/line_80.mp4,data/iliad/wavs/b1_l80.wav,κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ·,val
b1_l81,1,81,81,ok,,6.316,0.120,1.336,4.860,-16.9,5.030,"εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ,","εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ,",data/iliad/raw/Homer/Iliad/book_1/line_81.mp4,data/iliad/wavs/b1_l81.wav,"εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ,",train
b1_l82,1,82,82,ok,,6.223,0.160,1.283,4.780,-13.8,4.870,"ἀλλά τε καὶ μετόπισθεν ἔχει κότον, ὄφρα τελέσσῃ,","ἀλλά τε καὶ μετόπισθεν ἔχει κότον, ὄφρα τελέσσῃ,",data/iliad/raw/Homer/Iliad/book_1/line_82.mp4,data/iliad/wavs/b1_l82.wav,"ἀλλά τε καὶ μετόπισθεν ἔχει κότον, ὄφρα τελέσσῃ,",train
b1_l83,1,83,83,ok,,6.223,0.080,0.423,5.720,-13.9,5.870,ἐν στήθεσσιν ἑοῖσι· σὺ δὲ φράσαι εἴ με σαώσεις.,ἐν στήθεσσιν ἑοῖσι· σὺ δὲ φράσαι εἴ με σαώσεις.,data/iliad/raw/Homer/Iliad/book_1/line_83.mp4,data/iliad/wavs/b1_l83.wav,ἐν στήθεσσιν ἑοῖσι· σὺ δὲ φράσαι εἴ με σαώσεις.,train
b1_l84,1,84,84,ok,,6.130,0.240,1.230,4.660,-15.1,4.810,τὸν δ’ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,τὸν δ’ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,data/iliad/raw/Homer/Iliad/book_1/line_84.mp4,data/iliad/wavs/b1_l84.wav,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,train
b1_l85,1,85,85,ok,,5.666,0.140,1.406,4.120,-15.5,4.350,’θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα·,’θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα·,data/iliad/raw/Homer/Iliad/book_1/line_85.mp4,data/iliad/wavs/b1_l85.wav,’ θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα·,train
b1_l86,1,86,86,ok,,5.666,0.120,1.286,4.260,-11.8,4.470,"οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον, ᾧ τε σὺ Κάλχαν","οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον, ᾧ τε σὺ Κάλχαν",data/iliad/raw/Homer/Iliad/book_1/line_86.mp4,data/iliad/wavs/b1_l86.wav,"οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον, ᾧ τε σὺ Κάλχαν",val
b1_l87,1,87,87,ok,,5.666,0.100,1.226,4.340,-17.8,4.350,"εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις,","εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις,",data/iliad/raw/Homer/Iliad/book_1/line_87.mp4,data/iliad/wavs/b1_l87.wav,"εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις,",train
b1_l88,1,88,88,ok,,5.666,0.120,1.386,4.160,-17.4,4.410,οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο,οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο,data/iliad/raw/Homer/Iliad/book_1/line_88.mp4,data/iliad/wavs/b1_l88.wav,οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο,train
b1_l89,1,89,89,ok,,5.666,0.020,1.386,4.260,-20.5,4.310,σοὶ κοίλῃς παρὰ νηυσί βαρείας χεῖρας ἐποίσει,σοὶ κοίλῃς παρὰ νηυσί βαρείας χεῖρας ἐποίσει,data/iliad/raw/Homer/Iliad/book_1/line_89.mp4,data/iliad/wavs/b1_l89.wav,σοὶ κοίλῃς παρὰ νηυσί βαρείας χεῖρας ἐποίσει,train
b1_l90,1,90,90,ok,,5.666,0.040,0.266,5.360,-17.9,5.450,"συμπάντων Δαναῶν, οὐδ’ ἢν Ἀγαμέμνονα εἴπῃς,","συμπάντων Δαναῶν, οὐδ’ ἢν Ἀγαμέμνονα εἴπῃς,",data/iliad/raw/Homer/Iliad/book_1/line_90.mp4,data/iliad/wavs/b1_l90.wav,"συμπάντων Δαναῶν, οὐδ’ ἢν Ἀγαμέμνονα εἴπῃς,",train
b1_l91,1,91,91,ok,,5.666,0.140,1.206,4.320,-15.2,4.490,ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι.,ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι.,data/iliad/raw/Homer/Iliad/book_1/line_91.mp4,data/iliad/wavs/b1_l91.wav,ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι.,train
b1_l92,1,92,92,ok,,5.666,0.160,0.606,4.900,-18.9,5.050,καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων·,καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων·,data/iliad/raw/Homer/Iliad/book_1/line_92.mp4,data/iliad/wavs/b1_l92.wav,καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων·,train
b1_l93,1,93,93,ok,,5.666,0.140,1.006,4.520,-18.1,4.350,"οὔ τ’ἄρ ὅ γ’εὐχωλῆς ἐπιμέμφεται οὐδ’ ἑκατόμβης,","οὔ τ’ἄρ ὅ γ’εὐχωλῆς ἐπιμέμφεται οὐδ’ ἑκατόμβης,",data/iliad/raw/Homer/Iliad/book_1/line_93.mp4,data/iliad/wavs/b1_l93.wav,"οὔ τ’ ἄρ ὅ γ’ εὐχωλῆς ἐπιμέμφεται οὐδ’ ἑκατόμβης,",train
b1_l94,1,94,94,ok,,5.666,0.060,1.246,4.360,-17.5,4.430,"ἀλλ’ ἕνεκ’ ἀρητῆρος ὃν ἠτίμησ’ Ἀγαμέμνων,","ἀλλ’ ἕνεκ’ ἀρητῆρος ὃν ἠτίμησ’ Ἀγαμέμνων,",data/iliad/raw/Homer/Iliad/book_1/line_94.mp4,data/iliad/wavs/b1_l94.wav,"ἀλλ’ ἕνεκ’ ἀρητῆρος ὃν ἠτίμησ’ Ἀγαμέμνων,",train
b1_l95,1,95,95,ok,,5.666,0.180,0.786,4.700,-15.8,4.890,"οὐδ’ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ’ ἄποινα,","οὐδ’ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ’ ἄποινα,",data/iliad/raw/Homer/Iliad/book_1/line_95.mp4,data/iliad/wavs/b1_l95.wav,"οὐδ’ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ’ ἄποινα,",train
b1_l96,1,96,96,ok,,5.666,0.160,1.286,4.220,-17.3,4.430,τοὔνεκ’ ἄρ’ ἄλγε’ ἔδωκεν ἑκηβόλος ἠδ’ ἔτι δώσει·,τοὔνεκ’ ἄρ’ ἄλγε’ ἔδωκεν ἑκηβόλος ἠδ’ ἔτι δώσει·,data/iliad/raw/Homer/Iliad/book_1/line_96.mp4,data/iliad/wavs/b1_l96.wav,τοὔνεκ’ ἄρ’ ἄλγε’ ἔδωκεν ἑκηβόλος ἠδ’ ἔτι δώσει·,train
b1_l97,1,97,97,ok,,5.666,0.180,1.206,4.280,-13.4,4.490,οὐδ’ ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει,οὐδ’ ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει,data/iliad/raw/Homer/Iliad/book_1/line_97.mp4,data/iliad/wavs/b1_l97.wav,οὐδ’ ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει,train
b1_l98,1,98,98,ok,,5.666,0.040,1.046,4.580,-16.0,4.730,πρίν γ’ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην,πρίν γ’ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην,data/iliad/raw/Homer/Iliad/book_1/line_98.mp4,data/iliad/wavs/b1_l98.wav,πρίν γ’ ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην,train
b1_l99,1,99,99,ok,,5.666,0.140,0.406,5.120,-15.2,5.350,"ἀπριάτην ἀνάποινον, ἄγειν θ’ἱερὴν ἑκατόμβην","ἀπριάτην ἀνάποινον, ἄγειν θ’ἱερὴν ἑκατόμβην",data/iliad/raw/Homer/Iliad/book_1/line_99.mp4,data/iliad/wavs/b1_l99.wav,"ἀπριάτην ἀνάποινον, ἄγειν θ’ ἱερὴν ἑκατόμβην",train
b1_l100,1,100,100,ok,,5.666,0.220,1.486,3.960,-16.3,4.170,ἐς Χρύσην· τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν.,ἐς Χρύσην· τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν.,data/iliad/raw/Homer/Iliad/book_1/line_100.mp4,data/iliad/wavs/b1_l100.wav,ἐς Χρύσην· τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν.,train
b1_l101,1,101,101,ok,,6.130,0.280,1.370,4.480,-7.8,4.730,ἤτοι ὅ γ’ὣς εἰπὼν κατ’ ἄρ’ ἕζετο· τοῖσι δ’ἀνέστη,ἤτοι ὅ γ’ὣς εἰπὼν κατ’ ἄρ’ ἕζετο· τοῖσι δ’ἀνέστη,data/iliad/raw/Homer/Iliad/book_1/line_101.mp4,data/iliad/wavs/b1_l101.wav,ἤτοι ὅ γ’ ὣς εἰπὼν κατ’ ἄρ’ ἕζετο· τοῖσι δ’ ἀνέστη,train
b1_l102,1,102,102,ok,,5.944,0.160,0.604,5.180,-19.1,5.370,ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων,ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων,data/iliad/raw/Homer/Iliad/book_1/line_102.mp4,data/iliad/wavs/b1_l102.wav,ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων,train
b1_l103,1,103,103,ok,,5.944,0.120,1.304,4.520,-12.9,4.670,ἀχνύμενος· μένεος δὲ μέγα φρένες ἀμφιμέλαιναι,ἀχνύμενος· μένεος δὲ μέγα φρένες ἀμφιμέλαιναι,data/iliad/raw/Homer/Iliad/book_1/line_103.mp4,data/iliad/wavs/b1_l103.wav,ἀχνύμενος· μένεος δὲ μέγα φρένες ἀμφιμέλαιναι,train
b1_l104,1,104,104,ok,,5.944,0.160,1.144,4.640,-15.3,4.870,"πίμπλαντ’, ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην·","πίμπλαντ’, ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην·",data/iliad/raw/Homer/Iliad/book_1/line_104.mp4,data/iliad/wavs/b1_l104.wav,"πίμπλαντ’, ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην·",train
b1_l105,1,105,105,ok,,5.944,0.140,1.564,4.240,-13.2,4.470,Κάλχαντα πρώτιστα κάκ’ ὀσσόμενος προσέειπε·,Κάλχαντα πρώτιστα κάκ’ ὀσσόμενος προσέειπε·,data/iliad/raw/Homer/Iliad/book_1/line_105.mp4,data/iliad/wavs/b1_l105.wav,Κάλχαντα πρώτιστα κάκ’ ὀσσόμενος προσέειπε·,train
b1_l106,1,106,106,ok,,5.851,0.060,1.211,4.580,-5.3,4.790,μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπας·,μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπας·,data/iliad/raw/Homer/Iliad/book_1/line_106.mp4,data/iliad/wavs/b1_l106.wav,μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπας·,train
b1_l107,1,107,107,ok,,5.387,0.080,1.227,4.080,-13.9,4.310,"αἰεί τοι τὰ κάκ’ ἐστὶ φίλα φρεσὶ μαντεύεσθαι,","αἰεί τοι τὰ κάκ’ ἐστὶ φίλα φρεσὶ μαντεύεσθαι,",data/iliad/raw/Homer/Iliad/book_1/line_107.mp4,data/iliad/wavs/b1_l107.wav,"αἰεί τοι τὰ κάκ’ ἐστὶ φίλα φρεσὶ μαντεύεσθαι,",train
b1_l108,1,108,108,ok,,5.387,0.180,1.067,4.140,-11.3,4.370,ἐσθλὸν δ’οὔτέ τί πω εἶπας ἔπος οὔτ’ ἐτέλεσσας·,ἐσθλὸν δ’οὔτέ τί πω εἶπας ἔπος οὔτ’ ἐτέλεσσας·,data/iliad/raw/Homer/Iliad/book_1/line_108.mp4,data/iliad/wavs/b1_l108.wav,ἐσθλὸν δ’ οὔτέ τί πω εἶπας ἔπος οὔτ’ ἐτέλεσσας·,train
b1_l109,1,109,109,ok,,5.387,0.180,1.027,4.180,-10.0,4.410,καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις,καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις,data/iliad/raw/Homer/Iliad/book_1/line_109.mp4,data/iliad/wavs/b1_l109.wav,καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις,train
b1_l110,1,110,110,ok,,5.387,0.120,1.187,4.080,-9.4,4.290,"ὡς δὴ τοῦδ’ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει,","ὡς δὴ τοῦδ’ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει,",data/iliad/raw/Homer/Iliad/book_1/line_110.mp4,data/iliad/wavs/b1_l110.wav,"ὡς δὴ τοῦδ’ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει,",train
b1_l111,1,111,111,ok,,5.387,0.020,1.307,4.060,-9.3,4.210,οὕνεκ’ ἐγὼ κούρης Χρυσηΐδος ἀγλά’ ἄποινα,οὕνεκ’ ἐγὼ κούρης Χρυσηΐδος ἀγλά’ ἄποινα,data/iliad/raw/Homer/Iliad/book_1/line_111.mp4,data/iliad/wavs/b1_l111.wav,οὕνεκ’ ἐγὼ κούρης Χρυσηΐδος ἀγλά’ ἄποινα,train
b1_l112,1,112,112,ok,,5.387,0.140,0.067,5.180,-11.5,5.310,"οὐκ ἔθελον δέξασθαι, ἐπεὶ πολὺ βούλομαι αὐτὴν","οὐκ ἔθελον δέξασθαι, ἐπεὶ πολὺ βούλομαι αὐτὴν",data/iliad/raw/Homer/Iliad/book_1/line_112.mp4,data/iliad/wavs/b1_l112.wav,"οὐκ ἔθελον δέξασθαι, ἐπεὶ πολὺ βούλομαι αὐτὴν",train
b1_l113,1,113,113,ok,,5.387,0.180,1.167,4.040,-10.2,4.290,οἴκοι ἔχειν· καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα,οἴκοι ἔχειν· καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα,data/iliad/raw/Homer/Iliad/book_1/line_113.mp4,data/iliad/wavs/b1_l113.wav,οἴκοι ἔχειν· καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα,train
