token,wordform,phones,count
βέλεος_1,βέλεος,b e l e o z,1
βέλεσιν_1,βέλεσιν,b e l e s i n,1
βέλεσσιν_1,βέλεσσιν,b e l e s s i n,2
βέλεϊ_1,βέλεϊ,b e l e i,1
βέλε’_1,βέλε’,b e l e,5
βέλος_1,βέλος,b e l o s,31
βέλος_2,βέλος,b e l o z,5
βέλτερον_1,βέλτερον,b e l t e r o n,4
βέλτερόν_1,βέλτερόν,b e l t e r o n,2
βένθεσι_1,βένθεσι,b e n tʰ e s i,2
βένθεσσιν_1,βένθεσσιν,b e n tʰ e s s i n,2
βένθος_1,βένθος,b e n tʰ o s,2
βέομαι_1,βέομαι,b e o m ai,1
βέρεθρον_1,βέρεθρον,b e r e tʰ r o n,1
βέῃ_1,βέῃ,b e ɛːi,2
βήμεναι_1,βήμεναι,b ɛː m e n ai,1
βήσαμεν_1,βήσαμεν,b ɛː s a m e n,1
βήσεται_1,βήσεται,b ɛː s e t ai,1
βήσετο_1,βήσετο,b ɛː s e t o,4
βήσομεν_1,βήσομεν,b ɛː s o m e n,1
βήσσας_1,βήσσας,b ɛː s s a s,2
βήσσῃ_1,βήσσῃ,b ɛː s s ɛːi,1
βήσσῃς_1,βήσσῃς,b ɛː s s ɛːi s,3
βήσσῃς_2,βήσσῃς,b ɛː s s ɛːi z,1
βήσσῃσιν_1,βήσσῃσιν,b ɛː s s ɛːi s i n,1
βήτην_1,βήτην,b ɛː t ɛː n,7
βίαντά_1,βίαντά,b i aː n t a,1
βίαντος_1,βίαντος,b i aː n t o s,1
βίας_1,βίας,b i aː s,4
βίη_1,βίη,b i ɛː,15
βίην_1,βίην,b i ɛː n,14
βίης_1,βίης,b i ɛː s,3
βίηφί_1,βίηφί,b i ɛː pʰ i,1
βίηφι_1,βίηφι,b i ɛː pʰ i,5
βίηφιν_1,βίηφιν,b i ɛː pʰ i n,5
βίῃ_1,βίῃ,b i ɛːi,15
βαίην_1,βαίην,b ai ɛː n,1
βαίνει_1,βαίνει,b ai n eː,2
βαίνων_1,βαίνων,b ai n ɔː n,2
βαθέην_1,βαθέην,b a tʰ e ɛː n,1
βαθέης_1,βαθέης,b a tʰ e ɛː s,2
βαθέης_2,βαθέης,b a tʰ e ɛː z,1
βαθείης_1,βαθείης,b a tʰ eː ɛː s,10
βαθείης_2,βαθείης,b a tʰ eː ɛː z,1
βαθείῃ_1,βαθείῃ,b a tʰ eː ɛːi,1
βαθείῃσιν_1,βαθείῃσιν,b a tʰ eː ɛːi s i n,1
βαθεῖα_1,βαθεῖα,b a tʰ eː a,2
βαθεῖαν_1,βαθεῖαν,b a tʰ eː a n,6
βαθυδίνης_1,βαθυδίνης,b a tʰ y d iː n ɛː s,5
βαθυδινήεντα_1,βαθυδινήεντα,b a tʰ y d iː n ɛː e n t a,1
βαθυδινήεντος_1,βαθυδινήεντος,b a tʰ y d iː n ɛː e n t o s,1
βαθυζώνους_1,βαθυζώνους,b a tʰ y z d ɔː n uː s,1
βαθυκλῆα_1,βαθυκλῆα,b a tʰ y k l ɛː aː,1
βαθυκόλπων_1,βαθυκόλπων,b a tʰ y k o l p ɔː n,2
βαθυρρείταο_1,βαθυρρείταο,b a tʰ y r r eː t aː o,1
βαθυρρόου_1,βαθυρρόου,b a tʰ y r r o uː,2
βαθύκολποι_1,βαθύκολποι,b a tʰ y k o l p oi,1
βαθύλειμον_1,βαθύλειμον,b a tʰ y l eː m o n,2
βαθύρροον_1,βαθύρροον,b a tʰ y r r o o n,1
βαθύσχοινον_1,βαθύσχοινον,b a tʰ y s kʰ oi n o n,1
βαθὺ_1,βαθὺ,b a tʰ y,2
βαθὺν_1,βαθὺν,b a tʰ y n,1
βαθὺς_1,βαθὺς,b a tʰ y z,1
βαινέτω_1,βαινέτω,b ai n e t ɔː,1
βαλέειν_1,βαλέειν,b a l e eː n,11
βαλέτην_1,βαλέτην,b a l e t ɛː n,1
βαλέω_1,βαλέω,b a l e ɔː,1
βαλίε_1,βαλίε,b a l i e,1
βαλίον_1,βαλίον,b a l i o n,1
βαλεῖν_1,βαλεῖν,b a l eː n,2
βαλλομένη_1,βαλλομένη,b a l l o m e n ɛː,1
βαλλομένοισιν_1,βαλλομένοισιν,b a l l o m e n oi s i n,1
βαλλομένων_1,βαλλομένων,b a l l o m e n ɔː n,5
βαλλόμενα_1,βαλλόμενα,b a l l o m e n a,1
βαλλόμεν’_1,βαλλόμεν’,b a l l o m e n,1
βαλούσας_1,βαλούσας,b a l uː s a s,1
βαλόντε_1,βαλόντε,b a l o n t e,1
βαλόντες_1,βαλόντες,b a l o n t e s,2
βαλών_1,βαλών,b a l ɔː n,8
βαλὼν_1,βαλὼν,b a l ɔː n,17
βαλῶ_1,βαλῶ,b a l ɔː,1
βαμβαίνων_1,βαμβαίνων,b a m b ai n ɔː n,1
βαρέα_1,βαρέα,b a r e a,4
βαρβαροφώνων_1,βαρβαροφώνων,b a r b a r o pʰ ɔː n ɔː n,1
βαρείας_1,βαρείας,b a r eː aː s,2
βαρείης_1,βαρείης,b a r eː ɛː s,2
βαρείῃ_1,βαρείῃ,b a r eː ɛːi,4
βαρεῖαι_1,βαρεῖαι,b a r eː ai,2
βαρεῖαν_1,βαρεῖαν,b a r eː a n,4
βαρυνθέν_1,βαρυνθέν,b a r yː n tʰ e n,1
βαρυνθεὶς_1,βαρυνθεὶς,b a r yː n tʰ eː s,1
βαρύθει_1,βαρύθει,b a r y tʰ eː,1
βαρύνεται_1,βαρύνεται,b a r yː n e t ai,1
βαρὺ_1,βαρὺ,b a r y,8
βασίλευε_1,βασίλευε,b a s i l eu e,1
βασίλευεν_1,βασίλευεν,b a s i l eu e n,1
βασιλήων_1,βασιλήων,b aː s iː l ɛː ɔː n,5
βασιλήϊον_1,βασιλήϊον,b a s i l ɛː i o n,1
βασιλεύς_1,βασιλεύς,b a s i l eu s,3
βασιλεύσομεν_1,βασιλεύσομεν,b a s i l eu s o m e n,1
βασιλεύτατός_1,βασιλεύτατός,b a s i l eu t a t o s,1
βασιλεύτερός_1,βασιλεύτερός,b a s i l eu t e r o s,3
βασιλεὺς_1,βασιλεὺς,b a s i l eu s,3
βασιλεὺς_2,βασιλεὺς,b a s i l eu z,1
βασιλεῦσι_1,βασιλεῦσι,b a s i l eu s i,2
βασιλεῦσιν_1,βασιλεῦσιν,b a s i l eu s i n,4
βασιληΐδος_1,βασιληΐδος,b a s i l ɛː i d o s,1
βασιλῆα_1,βασιλῆα,b a s i l ɛː a,12
βασιλῆας_1,βασιλῆας,b a s i l ɛː a s,4
βασιλῆες_1,βασιλῆες,b a s i l ɛː e s,11
βασιλῆος_1,βασιλῆος,b a s i l ɛː o s,12
βασιλῆϊ_1,βασιλῆϊ,b a s i l ɛː i,6
βατίειαν_1,βατίειαν,b a t i eː a n,1
βαῖνε_1,βαῖνε,b ai n e,3
βαῖνον_1,βαῖνον,b ai n o n,4
βαῖν’_1,βαῖν’,b ai n,2
βείομαι_1,βείομαι,b eː o m ai,1
βείω_1,βείω,b eː ɔː,1
βεβάασι_1,βεβάασι,b e b a aː s i,1
βεβάμεν_1,βεβάμεν,b e b a m e n,2
βεβήκει_1,βεβήκει,b e b ɛː k eː,9
βεβίηκεν_1,βεβίηκεν,b e b i ɛː k e n,3
βεβαώς_1,βεβαώς,b e b a ɔː s,1
βεβλήαται_1,βεβλήαται,b e b l ɛː a t ai,1
βεβλήατο_1,βεβλήατο,b e b l ɛː a t o,1
βεβλήκει_1,βεβλήκει,b e b l ɛː k eː,8
βεβλήκειν_1,βεβλήκειν,b e b l ɛː k eː n,1
βεβλήκοι_1,βεβλήκοι,b e b l ɛː k oi,1
βεβλαμμένον_1,βεβλαμμένον,b e b l a m m e n o n,1
βεβλημένοι_1,βεβλημένοι,b e b l ɛː m e n oi,4
βεβλημένον_1,βεβλημένον,b e b l ɛː m e n o n,7
βεβλημένος_1,βεβλημένος,b e b l ɛː m e n o s,4
βεβολήατο_1,βεβολήατο,b e b o l ɛː a t o,1
βεβολημένος_1,βεβολημένος,b e b o l ɛː m e n o s,1
βεβριθυῖα_1,βεβριθυῖα,b e b r iː tʰ yi a,1
βεβρυχὼς_1,βεβρυχὼς,b e b r yː kʰ ɔː s,2
βεβρωκὼς_1,βεβρωκὼς,b e b r ɔː k ɔː s,1
βεβρώθοις_1,βεβρώθοις,b e b r ɔː tʰ oi s,1
βελέεσσι_1,βελέεσσι,b e l e e s s i,6
βελέεσσιν_1,βελέεσσιν,b e l e e s s i n,4
βελέων_1,βελέων,b e l e ɔː n,12
βελλεροφόντην_1,βελλεροφόντην,b e l l e r o pʰ o n t ɛː n,4
βελλεροφόντης_1,βελλεροφόντης,b e l l e r o pʰ o n t ɛː s,1
βελλεροφόντης_2,βελλεροφόντης,b e l l e r o pʰ o n t ɛː z,1
βελλεροφόντῃ_1,βελλεροφόντῃ,b e l l e r o pʰ o n t ɛːi,1
βηλοῦ_1,βηλοῦ,b ɛː l uː,2
βηλῷ_1,βηλῷ,b ɛː l ɔːi,1
βιάζεται_1,βιάζεται,b i a z d e t ai,2
βιάζετο_1,βιάζετο,b i a z d e t o,2
βιάνορα_1,βιάνορα,b i aː n o r a,1
βιήσατο_1,βιήσατο,b i ɛː s a t o,1
βιαζόμενον_1,βιαζόμενον,b i a z d o m e n o n,1
βιβάντα_1,βιβάντα,b i b a n t a,2
βιβάς_1,βιβάς,b i b aː s,3
βιβάσθων_1,βιβάσθων,b i b a s tʰ ɔː n,3
βιησάμενος_1,βιησάμενος,b i ɛː s a m e n o z,1
βιοῖο_1,βιοῖο,b i oi o,1
βιός_1,βιός,b i o z,1
βιότοιο_1,βιότοιο,b i o t oi o,7
βιώτω_1,βιώτω,b i ɔː t ɔː,1
βιὸν_1,βιὸν,b i o n,3
βιὸς_1,βιὸς,b i o s,1
βιῴατο_1,βιῴατο,b i ɔːi a t o,1
βιῶναι_1,βιῶναι,b i ɔː n ai,2
βλάβεν_1,βλάβεν,b l a b e n,1
βλάβεται_1,βλάβεται,b l a b e t ai,2
βλάπτε_1,βλάπτε,b l a p t e,1
βλάπτουσ’_1,βλάπτουσ’,b l a p t uː s,2
βλάψας_1,βλάψας,b l a p s aː z,1
βλάψε_1,βλάψε,b l a p s e,1
βλάψεν_1,βλάψεν,b l a p s e n,1
βλήμενον_1,βλήμενον,b l ɛː m e n o n,1
βλήμενος_1,βλήμενος,b l ɛː m e n o s,5
βλήτροισι_1,βλήτροισι,b l ɛː t r oi s i,1
βλαφθέντα_1,βλαφθέντα,b l a pʰ tʰ e n t a,3
βλαφθέντε_1,βλαφθέντε,b l a pʰ tʰ e n t e,1
βλαφθεὶς_1,βλαφθεὶς,b l a pʰ tʰ eː s,2
βλεμεαίνει_1,βλεμεαίνει,b l e m e ai n eː,2
βλεμεαίνων_1,βλεμεαίνων,b l e m e ai n ɔː n,4
βλεφάροιιν_1,βλεφάροιιν,b l e pʰ a r oi i n,1
βλεφάροισιν_1,βλεφάροισιν,b l e pʰ a r oi s i n,3
βλεφάρων_1,βλεφάρων,b l e pʰ a r ɔː n,2
βλεῖο_1,βλεῖο,b l eː o,1
βλημένου_1,βλημένου,b l ɛː m e n uː,1
βλημένῳ_1,βλημένῳ,b l ɛː m e n ɔːi,2
βλοσυροῖσι_1,βλοσυροῖσι,b l o s y r oi s i,1
βλοσυρῇσιν_1,βλοσυρῇσιν,b l o s y r ɛːi s i n,1
βλοσυρῶπις_1,βλοσυρῶπις,b l o s y r ɔː p iː s,1
βλωθρή_1,βλωθρή,b l ɔː tʰ r ɛː,2
βλῆσθαι_1,βλῆσθαι,b l ɛː s tʰ ai,1
βλῆτο_1,βλῆτο,b l ɛː t o,3
βοάγρια_1,βοάγρια,b o a g r i a,1
βοάᾳ_1,βοάᾳ,b o a aːi,1
βοέοισιν_1,βοέοισιν,b o e oi s i n,1
βοέου_1,βοέου,b o e uː,1
βοέους_1,βοέους,b o e uː z,1
βοέῃς_1,βοέῃς,b o e ɛːi s,1
βοήσας_1,βοήσας,b o ɛː s aː s,2
βοίβην_1,βοίβην,b oi b ɛː n,1
βοαγρίου_1,βοαγρίου,b o a g r i uː,1
βοείας_1,βοείας,b o eː aː s,3
βοείας_2,βοείας,b o eː aː z,1
βοείην_1,βοείην,b o eː ɛː n,3
βοηθόον_1,βοηθόον,b o ɛː tʰ o o n,2
βοηλασίῃ_1,βοηλασίῃ,b o ɛː l a s i ɛːi,1
βοιβηΐδα_1,βοιβηΐδα,b oi b ɛː i d a,1
βοιωτοὶ_1,βοιωτοὶ,b oi ɔː t oi,2
βοιωτῶν_1,βοιωτῶν,b oi ɔː t ɔː n,5
βοιώτιον_1,βοιώτιον,b oi ɔː t i o n,1
βοιώτιος_1,βοιώτιος,b oi ɔː t i o s,1
βορέαο_1,βορέαο,b o r e aː o,4
βορέην_1,βορέην,b o r e ɛː n,1
βορέης_1,βορέης,b o r e ɛː s,2
βορέης_2,βορέης,b o r e ɛː z,1
βορέω_1,βορέω,b o r e ɔː,2
βορέῃ_1,βορέῃ,b o r e ɛːi,2
βοσκομένη_1,βοσκομένη,b o s k o m e n ɛː,1
βοσκομένης_1,βοσκομένης,b o s k o m e n ɛː s,1
βοσκομενάων_1,βοσκομενάων,b o s k o m e n aː ɔː n,3
βοτάνης_1,βοτάνης,b o t a n ɛː z,1
βοτοῖσιν_1,βοτοῖσιν,b o t oi s i n,1
βοτρυδὸν_1,βοτρυδὸν,b o t r yː d o n,1
βουβῶνα_1,βουβῶνα,b uː b ɔː n a,1
βουγάϊε_1,βουγάϊε,b uː g aː i e,1
βουδείῳ_1,βουδείῳ,b uː d eː ɔːi,1
βουκολέεσκες_1,βουκολέεσκες,b uː k o l e e s k e s,1
βουκολέοντι_1,βουκολέοντι,b uː k o l e o n t i,2
βουκολέοντο_1,βουκολέοντο,b uː k o l e o n t o,1
βουκολίδαο_1,βουκολίδαο,b uː k o l i d aː o,1
βουκολίων_1,βουκολίων,b uː k o l i ɔː n,1
βουκολίωνι_1,βουκολίωνι,b uː k o l i ɔː n i,1
βουκόλοι_1,βουκόλοι,b uː k o l oi,1
βουκόλον_1,βουκόλον,b uː k o l o n,1
βουκόλος_1,βουκόλος,b uː k o l o s,1
βουλάς_1,βουλάς,b uː l aː s,5
βουλέων_1,βουλέων,b uː l e ɔː n,2
βουλή_1,βουλή,b uː l ɛː,4
βουλήν_1,βουλήν,b uː l ɛː n,6
βουλαί_1,βουλαί,b uː l ai,1
βουλευτῇσι_1,βουλευτῇσι,b uː l eu t ɛːi s i,1
βουλεύει_1,βουλεύει,b uː l eu eː,1
βουλεύειν_1,βουλεύειν,b uː l eu eː n,2
βουλεύουσι_1,βουλεύουσι,b uː l eu uː s i,3
βουλεύσαντε_1,βουλεύσαντε,b uː l eu s a n t e,1
βουλεύσατο_1,βουλεύσατο,b uː l eu s a t o,2
βουλεύσομεν_1,βουλεύσομεν,b uː l eu s o m e n,2
βουλεύσῃ_1,βουλεύσῃ,b uː l eu s ɛːi,1
βουλεύωσ’_1,βουλεύωσ’,b uː l eu ɔː s,1
βουλεύῃσθα_1,βουλεύῃσθα,b uː l eu ɛːi s tʰ a,1
βουλεύῃσι_1,βουλεύῃσι,b uː l eu ɛːi s i,1
βουληφόρε_1,βουληφόρε,b uː l ɛː pʰ o r e,7
βουληφόροι_1,βουληφόροι,b uː l ɛː pʰ o r oi,1
βουληφόρον_1,βουληφόρον,b uː l ɛː pʰ o r o n,4
βουληφόρος_1,βουληφόρος,b uː l ɛː pʰ o r o s,3
βουλοίμην_1,βουλοίμην,b uː l oi m ɛː n,2
βουλυτὸν_1,βουλυτὸν,b uː l yː t o n,1
βουλὰς_1,βουλὰς,b uː l aː s,4
βουλὰς_2,βουλὰς,b uː l aː z,4
βουλὴ_1,βουλὴ,b uː l ɛː,3
βουλὴν_1,βουλὴν,b uː l ɛː n,9
βουλῆς_1,βουλῆς,b uː l ɛː s,3
βουλῇ_1,βουλῇ,b uː l ɛːi,10
βουλῇσιν_1,βουλῇσιν,b uː l ɛːi s i n,1
βουπλῆγι_1,βουπλῆγι,b uː p l ɛː g i,1
βουπράσιόν_1,βουπράσιόν,b uː p r a s i o n,1
βουπρασίοιο_1,βουπρασίοιο,b uː p r a s i oi o,1
βουπρασίου_1,βουπρασίου,b uː p r a s i uː,1
βουπρασίῳ_1,βουπρασίῳ,b uː p r a s i ɔːi,1
βουσὶ_1,βουσὶ,b uː s i,2
βουσὶν_1,βουσὶν,b uː s i n,5
βουφόνεον_1,βουφόνεον,b uː pʰ o n e o n,1
βοός_1,βοός,b o o s,1
βοόων_1,βοόων,b o o ɔː n,2
βοόωντά_1,βοόωντά,b o o ɔː n t a,1
βοόωντες_1,βοόωντες,b o o ɔː n t e s,1
βοόωσιν_1,βοόωσιν,b o o ɔː s i n,1
βούβρωστις_1,βούβρωστις,b uː b r ɔː s t i s,1
βούλεο_1,βούλεο,b uː l e o,1
βούλεσθ’_1,βούλεσθ’,b uː l e s tʰ,1
βούλεται_1,βούλεται,b uː l e t ai,3
βούλετο_1,βούλετο,b uː l e t o,4
βούλευσαν_1,βούλευσαν,b uː l eu s a n,1
βούλομαι_1,βούλομαι,b uː l o m ai,2
βούλομ’_1,βούλομ’,b uː l o m,1
βοὴ_1,βοὴ,b o ɛː,7
βοὴν_1,βοὴν,b o ɛː n,42
βοὸς_1,βοὸς,b o o s,11
βοὸς_2,βοὸς,b o o z,3
βοᾶν_1,βοᾶν,b o aː n,1
βοῆς_1,βοῆς,b o ɛː s,1
βοῦν_1,βοῦν,b uː n,10
βοῦς_1,βοῦς,b uː s,12
βοῦς_2,βοῦς,b uː z,2
βοῶν_1,βοῶν,b o ɔː n,21
βοῶπις_1,βοῶπις,b o ɔː p i s,17
βράσσων_1,βράσσων,b r a s s ɔː n,1
βράχε_1,βράχε,b r a kʰ e,5
βρέμει_1,βρέμει,b r e m eː,1
βρέμεται_1,βρέμεται,b r e m e t ai,2
βρέφος_1,βρέφος,b r e pʰ o s,1
βρίζοντα_1,βρίζοντα,b r i z d o n t a,1
βρίθουσαν_1,βρίθουσαν,b r iː tʰ uː s a n,1
βρίσαντες_1,βρίσαντες,b r iː s a n t e s,1
βραδέες_1,βραδέες,b r a d e e z,1
βραδυτῆτί_1,βραδυτῆτί,b r a d y t ɛː t i,1
βραχίονα_1,βραχίονα,b r a kʰ iː o n a,4
βραχίονος_1,βραχίονος,b r a kʰ iː o n o s,1
βρεχμόν_1,βρεχμόν,b r e kʰ m o n,1
βριάρεων_1,βριάρεων,b r i a r e ɔː n,1
βριήπυος_1,βριήπυος,b r i ɛː p y o s,1
βριαρήν_1,βριαρήν,b r i a r ɛː n,3
βριαρὴν_1,βριαρὴν,b r i a r ɛː n,1
βριαρῇ_1,βριαρῇ,b r i a r ɛːi,3
βριθομένη_1,βριθομένη,b r iː tʰ o m e n ɛː,1
βριθοσύνῃ_1,βριθοσύνῃ,b r iː tʰ o s y n ɛːi,2
βριθὺ_1,βριθὺ,b r iː tʰ y,5
βρισηΐδα_1,βρισηΐδα,b r iː s ɛː i d a,5
βρισηΐδι_1,βρισηΐδι,b r iː s ɛː i d i,1
βρισηΐδος_1,βρισηΐδος,b r iː s ɛː i d o s,2
βρισηῒς_1,βρισηῒς,b r iː s ɛː i z,1
βρισηῒς_2,βρισηῒς,b r iː s ɛː i s,1
βρισῆος_1,βρισῆος,b r iː s ɛː o s,3
βρομέωσι_1,βρομέωσι,b r o m e ɔː s i,1
βροντήν_1,βροντήν,b r o n t ɛː n,1
βροντήσας_1,βροντήσας,b r o n t ɛː s aː z,1
βροντῆς_1,βροντῆς,b r o n t ɛː s,1
βροτοί_1,βροτοί,b r o t oi,5
βροτολοιγοῦ_1,βροτολοιγοῦ,b r o t o l oi g uː,1
βροτολοιγὲ_1,βροτολοιγὲ,b r o t o l oi g e,2
βροτολοιγὸν_1,βροτολοιγὸν,b r o t o l oi g o n,2
βροτολοιγὸς_1,βροτολοιγὸς,b r o t o l oi g o s,3
βροτολοιγῷ_1,βροτολοιγῷ,b r o t o l oi g ɔːi,4
βροτοὶ_1,βροτοὶ,b r o t oi,4
βροτοὺς_1,βροτοὺς,b r o t uː s,1
βροτοῖο_1,βροτοῖο,b r o t oi o,1
βροτοῖσι_1,βροτοῖσι,b r o t oi s i,4
βροτοῖσιν_1,βροτοῖσιν,b r o t oi s i n,8
βροτοῦ_1,βροτοῦ,b r o t uː,1
βροτόεντα_1,βροτόεντα,b r o t o e n t a,8
βροτόεντ’_1,βροτόεντ’,b r o t o e n t,1
βροτὸν_1,βροτὸν,b r o t o n,3
βροτὸς_1,βροτὸς,b r o t o s,5
βροτῶν_1,βροτῶν,b r o t ɔː n,10
βροτῷ_1,βροτῷ,b r o t ɔːi,2
βρυσειάς_1,βρυσειάς,b r yː s eː a s,1
βρωτὺν_1,βρωτὺν,b r ɔː t yː n,1
βρόμος_1,βρόμος,b r o m o s,1
βρόντησε_1,βρόντησε,b r o n t ɛː s e,1
βρότον_1,βρότον,b r o t o n,4
βρύει_1,βρύει,b r y eː,1
βρῶσις_1,βρῶσις,b r ɔː s i s,1
βυσσὸν_1,βυσσὸν,b y s s o n,1
βωμοί_1,βωμοί,b ɔː m oi,1
βωμοὺς_1,βωμοὺς,b ɔː m uː s,1
βωμοῖσι_1,βωμοῖσι,b ɔː m oi s i,1
βωμοῦ_1,βωμοῦ,b ɔː m uː,1
βωμόν_1,βωμόν,b ɔː m o n,1
βωμός_1,βωμός,b ɔː m o s,2
βωμὸν_1,βωμὸν,b ɔː m o n,2
βωμὸς_1,βωμὸς,b ɔː m o s,2
βωμῷ_1,βωμῷ,b ɔː m ɔːi,1
βωτιανείρῃ_1,βωτιανείρῃ,b ɔː t i a n eː r ɛːi,1
βόας_1,βόας,b o a s,6
βόε_1,βόε,b o e,1
βόεια_1,βόεια,b o eː a,1
βόες_1,βόες,b o e s,4
βόεσσι_1,βόεσσι,b o e s s i,6
βόεσσιν_1,βόεσσιν,b o e s s i n,3
βόησαν_1,βόησαν,b o ɛː s a n,2
βόθρου_1,βόθρου,b o tʰ r uː,1
βόλεται_1,βόλεται,b o l e t ai,1
βόμβησε_1,βόμβησε,b o m b ɛː s e,2
βόσιν_1,βόσιν,b o s i n,1
βόσκ’_1,βόσκ’,b o s k,1
βότρυες_1,βότρυες,b o t r y e s,1
βώρου_1,βώρου,b ɔː r uː,1
βώρῳ_1,βώρῳ,b ɔː r ɔːi,1
βώσαντι_1,βώσαντι,b ɔː s a n t i,1
βώτορας_1,βώτορας,b ɔː t o r a s,1
βὰν_1,βὰν,b a n,8
βὰς_1,βὰς,b aː s,1
βῆ_1,βῆ,b ɛː,84
βῆναι_1,βῆναι,b ɛː n ai,2
βῆσαν_1,βῆσαν,b ɛː s a n,1
βῆσε_1,βῆσε,b ɛː s e,2
βῆσεν_1,βῆσεν,b ɛː s e n,1
βῆσσάν_1,βῆσσάν,b ɛː s s a n,1
βῶν_1,βῶν,b ɔː n,1
γάλα_1,γάλα,g a l a,2
γάμοι_1,γάμοι,g a m oi,1
γάμοιο_1,γάμοιο,g a m oi o,1
γάμον_1,γάμον,g a m o n,1
γάμου_1,γάμου,g a m uː,1
γάμῳ_1,γάμῳ,g a m ɔːi,1
γάνυται_1,γάνυται,g a n y t ai,2
γάρ_1,γάρ,g aː r,207
γάρ_2,γάρ,g a r,8
γάργαρον_1,γάργαρον,g a r g a r o n,2
γάστρην_1,γάστρην,g a s t r ɛː n,1
γέ_1,γέ,g e,2
γέγηθε_1,γέγηθε,g e g ɛː tʰ e,1
γέγον’_1,γέγον’,g e g o n,1
γέγωνέ_1,γέγωνέ,g e g ɔː n e,1
γέλασαν_1,γέλασαν,g e l a s aː n,1
γέλασσαν_1,γέλασσαν,g e l a s s a n,2
γέλασσε_1,γέλασσε,g e l a s s e,2
γέλως_1,γέλως,g e l ɔː z,1
γένεθ’_1,γένεθ’,g e n e tʰ,1
γένει_1,γένει,g e n eː,1
γένειον_1,γένειον,g e n eː o n,2
